content,tag,content_original
"ASSIGN = KNeighborsClassifier(n_neighbors = 3) ASSIGN.fit(X_train, Y_train) ASSIGN = knn.predict(X_test) ASSIGN.score(X_train, Y_train)",0,"['knn = KNeighborsClassifier(n_neighbors = 3)\n', '\n', 'knn.fit(X_train, Y_train)\n', '\n', 'Y_pred = knn.predict(X_test)\n', '\n', 'knn.score(X_train, Y_train)']"
"CHECKPOINT ASSIGN=os.listdir(""..path"") dirs",0,"['#list all the directories\n', 'dirs=os.listdir(""../input/zomato_data/"")\n', 'dirs']"
covid.head(),0,['covid.head()']
pd.options.display.float_format = '{:.2f}'.format pca.explained_variance_ratio_,0,"[""pd.options.display.float_format = '{:.2f}'.format\n"", 'pca.explained_variance_ratio_']"
"sns.jointplot(x = 'Present_Price', y ='Selling_Price', data=data, color = 'Green')",1,"[""sns.jointplot(x = 'Present_Price', y ='Selling_Price', data=data, color = 'Green')""]"
"ASSIGN = pd.DataFrame({ ""PassengerId"": test_df[""PassengerId""], ""Survived"": Y_pred }) ASSIGN.to_csv('titanic.csv', index=False)",0,"['submission = pd.DataFrame({\n', '        ""PassengerId"": test_df[""PassengerId""],\n', '        ""Survived"": Y_pred\n', '    })\n', ""submission.to_csv('titanic.csv', index=False)""]"
train.info(),0,['train.info()']
CHECKPOINT df_map,0,"['#displaying the data frame\n', 'df_map']"
CHECKPOINT X.shape,0,['X.shape']
"CHECKPOINT ASSIGN = linear_model.Lasso(alpha=.001) ASSIGN.fit(x_t,Y_t) ASSIGN = model15.score(x_es,Y_es) print(ASSIGN*100,'%')",0,"['model15 = linear_model.Lasso(alpha=.001)\n', 'model15.fit(x_t,Y_t)\n', '\n', 'accuracy15 = model15.score(x_es,Y_es)\n', ""print(accuracy15*100,'%')""]"
"CHECKPOINT ASSIGN = Adam(lr=0.005, beta_1=0.9, beta_2=0.999, epsilon=1e-08, decay=0.0009) ASSIGN = SGD(lr=0.001, momentum=0.9, decay=0.0, nesterov=False) ASSIGN = Input(shape=(224,224, 3)) ASSIGN = ResNet50(input_tensor= input_tensor, weights='imagenet', include_top=False) ASSIGN = base_model.output print(ASSIGN.shape) ASSIGN = squeeze_excitation_layer(base_output, 2048, ratio=4, concate=False) ASSIGN = BatchNormalization()(ASSIGN) ASSIGN = concatenate([base_output, ASSIGN], axis=3) ASSIGN = GlobalAveragePooling2D()(x) ASSIGN = Flatten()(ASSIGN) ASSIGN = concatenate([gap,ASSIGN]) ASSIGN = Dense(512, activation='relu')(ASSIGN) ASSIGN = BatchNormalization()(ASSIGN) ASSIGN = Dense(512, activation='relu')(ASSIGN) ASSIGN = BatchNormalization()(ASSIGN) ASSIGN = Dense(5, activation='softmax')(x) ASSIGN = Model(inputs=input_tensor, outputs=predict) for layer in (ASSIGN.layers): layer.trainable = False ASSIGN.compile(optimizer=ASSIGN, ASSIGN='categorical_crossentropy', ASSIGN=[keras.ASSIGN.categorical_accuracy])",0,"['\n', '\n', 'adam = Adam(lr=0.005, beta_1=0.9, beta_2=0.999, epsilon=1e-08, decay=0.0009)\n', 'sgd = SGD(lr=0.001, momentum=0.9, decay=0.0, nesterov=False)\n', '\n', 'input_tensor = Input(shape=(224,224, 3))\n', '#backbone\n', ""base_model = ResNet50(input_tensor= input_tensor, weights='imagenet', include_top=False)\n"", 'base_output = base_model.output\n', 'print(base_output.shape)\n', '# channel-attention\n', 'x = squeeze_excitation_layer(base_output, 2048, ratio=4, concate=False)\n', 'x = BatchNormalization()(x)\n', '\n', '# #concat\n', 'x = concatenate([base_output, x], axis=3)\n', '# spp\n', '\n', 'gap = GlobalAveragePooling2D()(x)\n', 'x = Flatten()(x)\n', 'x = concatenate([gap,x])\n', ""x = Dense(512, activation='relu')(x)\n"", 'x = BatchNormalization()(x)\n', ""x = Dense(512, activation='relu')(x)\n"", 'x = BatchNormalization()(x)\n', ""predict = Dense(5, activation='softmax')(x)\n"", 'model = Model(inputs=input_tensor, outputs=predict)\n', '\n', 'for layer in (base_model.layers):\n', '    layer.trainable = False\n', '\n', 'model.compile(optimizer=adam,\n', ""                      loss='categorical_crossentropy',\n"", '                      metrics=[keras.metrics.categorical_accuracy])    \n', '\n', '# for l in model.layers:\n', '#   print(l.name)']"
"ASSIGN = tscovid.iloc[0:405, 4:54]",0,"['artime = tscovid.iloc[0:405, 4:54]']"
"ASSIGN = pd.DataFrame([['Kosovo'],[2000700],[168],[10887],[0],[19],['57%']]) ASSIGN = ASSIGN.T ASSIGN.columns = population.columns ASSIGN = ASSIGN.append(kosovo)",0,"[""kosovo = pd.DataFrame([['Kosovo'],[2000700],[168],[10887],[0],[19],['57%']])\n"", 'kosovo = kosovo.T\n', 'kosovo.columns = population.columns\n', '\n', '\n', 'population = population.append(kosovo)']"
"X_train, X_test, y_train, y_test = train_test_split(covid.drop('SARS-Cov-2 exam result',axis=1), covid['SARS-Cov-2 exam result'], test_size=0.25)",0,"[""X_train, X_test, y_train, y_test = train_test_split(covid.drop('SARS-Cov-2 exam result',axis=1), covid['SARS-Cov-2 exam result'], test_size=0.25)""]"
"ASSIGN = stats.boxcox(original_data) ASSIGN=plt.subplots(1,2) sns.distplot(original_data, ax=ax[0]) ax[0].set_title(""Original Data"") sns.distplot(ASSIGN[0], ax=ax[1]) ax[1].set_title(""Normalized data"")",1,"['# normalize the exponential data with boxcox\n', 'normalized_data = stats.boxcox(original_data)\n', '\n', '# plot both together to compare\n', 'fig, ax=plt.subplots(1,2)\n', 'sns.distplot(original_data, ax=ax[0])\n', 'ax[0].set_title(""Original Data"")\n', 'sns.distplot(normalized_data[0], ax=ax[1])\n', 'ax[1].set_title(""Normalized data"")']"
SETUP,0,['from fastai.vision import *']
SETUP,0,"['import requests\n', 'from bs4 import BeautifulSoup\n', 'import lxml\n', 'import os\n', 'import urllib\n', 'import sys\n', 'import pandas as pd\n', 'import numpy as np\n', 'from PIL import Image\n', 'import cv2\n', 'import csv\n', 'import multiprocessing\n', 'import matplotlib.pyplot as plt']"
"ASSIGN=plt.subplots(figsize=(25,15)) sns.boxplot(x=""OverallCond"", y=""SalePrice"", data=train,ax=ax) ax.set_title(""Boxplot of Price for OverallCond"",size=20)",1,"['fig,ax=plt.subplots(figsize=(25,15))\n', 'sns.boxplot(x=""OverallCond"", y=""SalePrice"", data=train,ax=ax)\n', 'ax.set_title(""Boxplot of Price for OverallCond"",size=20)']"
ASSIGN = pd.DataFrame() ASSIGN['Id'] = test_df['Id'] ASSIGN['sentiment'] = [int(p) for p in predictions],0,"['sub_df = pd.DataFrame()\n', ""sub_df['Id'] = test_df['Id']\n"", ""sub_df['sentiment'] = [int(p) for p in predictions]""]"
"ASSIGN = [Half1RMSE,Half2RMSE,Half3RMSE] FullRMSE = pd.concat(ASSIGN, axis = 1)",0,"['frames = [Half1RMSE,Half2RMSE,Half3RMSE] \n', 'FullRMSE = pd.concat(frames, axis = 1)']"
"data.show_batch(rows=3, figsize=(15,11))",1,"['data.show_batch(rows=3, figsize=(15,11))']"
"ASSIGN=plt.subplots(2,2,figsize=(20,20)) ASSIGN=data.year.value_counts() ASSIGN=data.year.value_counts().index sns.barplot(ASSIGN=ASSIGN,ASSIGN=ASSIGN,ax=ax[0,0]) ax[0,0].set_title(""The number of crimes by year"",size=20) ax[0,0].set_ylabel('counts',size=18) ax[0,0].set_xlabel('') ASSIGN=data.month.value_counts() ASSIGN=data.month.value_counts().index sns.barplot(ASSIGN=ASSIGN,ASSIGN=ASSIGN,ax=ax[0,1]) ax[0,1].set_title(""The number of crimes by month"",size=20) ax[0,1].set_ylabel('counts',size=18) ax[0,1].set_xlabel('') ASSIGN=data.hour.value_counts() ASSIGN=data.hour.value_counts().index sns.barplot(ASSIGN=ASSIGN,ASSIGN=ASSIGN,ax=ax[1,0]) ax[1,0].set_title(""The number of crimes by hour"",size=20) ax[1,0].set_ylabel('counts',size=18) ax[1,0].set_xlabel('') ASSIGN=data.NEIGHBORHOOD_ID.value_counts()[:10].index ASSIGN=data.NEIGHBORHOOD_ID.value_counts()[:10] sns.barplot(ASSIGN=ASSIGN,ASSIGN=ASSIGN,ax=ax[1,1]) ax[1,1].set_title(""The 10 NEIGHBORHOOD_ID by the number of crimes"",size=20) ax[1,1].set_xlabel('counts',size=18) ax[1,1].set_ylabel('')",1,"['fig,ax=plt.subplots(2,2,figsize=(20,20))\n', 'y=data.year.value_counts()\n', 'x=data.year.value_counts().index\n', 'sns.barplot(x=x,y=y,ax=ax[0,0])\n', 'ax[0,0].set_title(""The number of crimes by year"",size=20)\n', ""ax[0,0].set_ylabel('counts',size=18)\n"", ""ax[0,0].set_xlabel('')\n"", '\n', '\n', 'y=data.month.value_counts()\n', 'x=data.month.value_counts().index\n', 'sns.barplot(x=x,y=y,ax=ax[0,1])\n', 'ax[0,1].set_title(""The number of crimes by month"",size=20)\n', ""ax[0,1].set_ylabel('counts',size=18)\n"", ""ax[0,1].set_xlabel('')\n"", '\n', 'y=data.hour.value_counts()\n', 'x=data.hour.value_counts().index\n', 'sns.barplot(x=x,y=y,ax=ax[1,0])\n', 'ax[1,0].set_title(""The number of crimes by hour"",size=20)\n', ""ax[1,0].set_ylabel('counts',size=18)\n"", ""ax[1,0].set_xlabel('')\n"", '\n', '\n', '\n', '\n', 'y=data.NEIGHBORHOOD_ID.value_counts()[:10].index\n', 'x=data.NEIGHBORHOOD_ID.value_counts()[:10]\n', 'sns.barplot(x=x,y=y,ax=ax[1,1])\n', 'ax[1,1].set_title(""The 10 NEIGHBORHOOD_ID by the number of crimes"",size=20)\n', ""ax[1,1].set_xlabel('counts',size=18)\n"", ""ax[1,1].set_ylabel('')""]"
"SETUP CHECKPOINT ASSIGN=[72,71,56,45,67,89,54,58,67,77,77,78,77,73,73,172,72,71,56, 45,67,89,54,58,67,172,77,78,77,73,73,172,12,54,64,75,75,77, 88,66,70,12,54,64,75,75,77,88,66,70] def plot_his(ASSIGN): ASSIGN=min(heights)-min(heights)%10 ASSIGN=max(heights)+10 ASSIGN=list(range(start,end,5)) plt.hist(ASSIGN,ASSIGN,histtype='bar',rwidth=0.5,color='c') plt.xlabel('height of students (inches)') plt.ylabel('No.of Students') plt.show() print('Total Data') plot_his(ASSIGN) ASSIGN=list(filter(lambda x: not x==172 and not x==12, ASSIGN)) print('Normal Data') plot_his(ASSIGN)",1,"['#Q2.Store height of 50 srudents in inches.Now while the data was being recorded manually there has been some typing mistakes therefore height of two students has been recorded as 172 inches and 2 students recorded as 12 inches. Graphically plot and show how you can seggregate the normal data from the abnormal data.\n', 'import matplotlib.pyplot as plt\n', 'heights=[72,71,56,45,67,89,54,58,67,77,77,78,77,73,73,172,72,71,56,\n', '         45,67,89,54,58,67,172,77,78,77,73,73,172,12,54,64,75,75,77,\n', '         88,66,70,12,54,64,75,75,77,88,66,70]\n', 'def plot_his(heights):\n', '    start=min(heights)-min(heights)%10\n', '    end=max(heights)+10\n', '    bins=list(range(start,end,5))\n', ""    plt.hist(heights,bins,histtype='bar',rwidth=0.5,color='c')\n"", ""    plt.xlabel('height of students (inches)')\n"", ""    plt.ylabel('No.of Students')\n"", '    plt.show()\n', ""print('Total Data')\n"", 'plot_his(heights)\n', 'heights=list(filter(lambda x: not x==172 and not x==12, heights))\n', ""print('Normal Data')\n"", 'plot_his(heights)']"
learn.recorder.plot(),1,['learn.recorder.plot()']
SETUP,0,"['import numpy as np\n', 'import matplotlib.pyplot as plt\n', 'import pandas as pd\n', 'from tqdm import tqdm']"
ASSIGN = pd.get_dummies(ASSIGN).values.tolist(),0,"[""df['breed'] = pd.get_dummies(df['breed']).values.tolist()""]"
"ASSIGN = ClassificationInterpretation.from_learner(learn) ASSIGN.plot_top_losses(9, figsize=(12,8)) ASSIGN.plot_top_losses(9, figsize=(12,8), heatmap=False) ASSIGN.plot_confusion_matrix()",1,"['interp = ClassificationInterpretation.from_learner(learn)\n', 'interp.plot_top_losses(9, figsize=(12,8))\n', 'interp.plot_top_losses(9, figsize=(12,8), heatmap=False)\n', 'interp.plot_confusion_matrix()']"
CHECKPOINT print(test),0,['print(test)']
"ASSIGN = cnn_learner(data, models.resnet34, metrics=error_rate) ASSIGN.fit_one_cycle(4) ASSIGN.save('stage-1')",0,"['learn = cnn_learner(data, models.resnet34, metrics=error_rate)\n', 'learn.fit_one_cycle(4)\n', ""learn.save('stage-1')""]"
CHECKPOINT ASSIGN=ASSIGN[ASSIGN>4000] print(ASSIGN),0,"['species_count=species_count[species_count>4000]\n', 'print(species_count)']"
"def lineplot(df, title = 'Sales by Year', ylabel ='Sales' , legendsize = 10, legendloc = 'upper left'): ASSIGN = df.index.values ASSIGN = df.NA_Sales ASSIGN = df.EU_Sales ASSIGN = df.JP_Sales ASSIGN = df.Other_Sales ASSIGN = df.Global_Sales if df is count_sales_group: ASSIGN = [na, eu, jp, other] ASSIGN = ['NA', 'EU', 'JP', 'OTHER'] else: ASSIGN = [na, eu, jp, other, global_] ASSIGN = ['NA', 'EU', 'JP', 'OTHER', 'WORLD WIDE'] for i, region in enumerate(ASSIGN): plt.plot(ASSIGN, region, label = ASSIGN[i]) plt.ylabel(ylabel) plt.xlabel('Year') plt.title(title) plt.legend(loc=legendloc, prop = {'size':legendsize}) plt.show() plt.clf() for i, region in enumerate(ASSIGN): plt.plot(ASSIGN, region, label = ASSIGN[i]) plt.yscale('log') plt.ylabel(ylabel) plt.xlabel('Year') plt.title(title + '(Log)') plt.legend(loc=legendloc, prop = {'size':legendsize}) plt.show() plt.clf()",1,"[""def lineplot(df, title = 'Sales by Year', ylabel ='Sales' , legendsize = 10, legendloc = 'upper left'):\n"", '\n', '    year = df.index.values\n', '    na = df.NA_Sales\n', '    eu = df.EU_Sales\n', '    jp = df.JP_Sales\n', '    other = df.Other_Sales\n', '    global_ = df.Global_Sales\n', '    \n', '    if df is count_sales_group:\n', '        region_list = [na, eu, jp, other]\n', ""        columns = ['NA', 'EU', 'JP', 'OTHER']\n"", '    else:\n', '        region_list = [na, eu, jp, other, global_]\n', ""        columns = ['NA', 'EU', 'JP', 'OTHER', 'WORLD WIDE']\n"", '\n', '    for i, region in enumerate(region_list):\n', '        plt.plot(year, region, label = columns[i])\n', '\n', '    plt.ylabel(ylabel)\n', ""    plt.xlabel('Year')\n"", '    plt.title(title)\n', ""    plt.legend(loc=legendloc, prop = {'size':legendsize})\n"", '    plt.show()\n', '    plt.clf()\n', '\n', '    for i, region in enumerate(region_list):\n', '        plt.plot(year, region, label = columns[i])\n', '\n', ""    plt.yscale('log')\n"", '    plt.ylabel(ylabel)\n', ""    plt.xlabel('Year')\n"", ""    plt.title(title + '(Log)')\n"", ""    plt.legend(loc=legendloc, prop = {'size':legendsize})\n"", '    plt.show()\n', '    plt.clf()']"
"ASSIGN = recover_dict['Mainland China'] ASSIGN = recover_dict['Italy'] ASSIGN = 0 for key in recover_dict: if key != 'Mainland China' and key != 'Italy': ASSIGN+=recover_dict[key] ASSIGN = ['China', 'Italy', 'Others'] ASSIGN = [china_r_number, italy_r_number, others_r] ASSIGN = ['Red', 'Green', 'Grey'] ASSIGN = (0.1, 0, 0) ASSIGN = ['Count'] ASSIGN = ['China', 'Italy', 'Others'] ASSIGN = [[china_r_number], [italy_r_number], [others_r]] ASSIGN = plt.subplots(1,2, figsize = (8,8)) axs[0].axis('tight') axs[0].axis('off') ASSIGN = axs[0].table(cellText=table_values,colWidths = [0.5], colLabels=col_labels, rowLabels = row_labels, loc='center') ASSIGN.set_fontsize(14) ASSIGN.scale(1.5, 1.5) axs[1].pie(ASSIGN, labels = ASSIGN, ASSIGN = ASSIGN, colors=ASSIGN, shadow=True, autopct='%1.1f%%') plt.title('Global Proportions of 2 severely striken countries') plt.show()",1,"[""china_r_number = recover_dict['Mainland China']\n"", ""italy_r_number = recover_dict['Italy']\n"", 'others_r = 0\n', 'for key in recover_dict:\n', ""    if key != 'Mainland China' and key != 'Italy':\n"", '        others_r+=recover_dict[key]\n', '        \n', ""groups = ['China', 'Italy', 'Others']\n"", 'sizes = [china_r_number, italy_r_number, others_r]\n', ""colours = ['Red', 'Green', 'Grey']\n"", 'explode = (0.1, 0, 0)\n', ""col_labels = ['Count']\n"", ""row_labels = ['China', 'Italy', 'Others']\n"", 'table_values = [[china_r_number], [italy_r_number], [others_r]]\n', '\n', '\n', 'fig, axs = plt.subplots(1,2, figsize = (8,8))\n', ""axs[0].axis('tight')\n"", ""axs[0].axis('off')\n"", ""the_table = axs[0].table(cellText=table_values,colWidths = [0.5], colLabels=col_labels, rowLabels = row_labels, loc='center')\n"", 'the_table.set_fontsize(14)\n', 'the_table.scale(1.5, 1.5)\n', ""axs[1].pie(sizes, labels = groups, explode = explode, colors=colours, shadow=True, autopct='%1.1f%%')\n"", ""plt.title('Global Proportions of 2 severely striken countries')\n"", 'plt.show()']"
"print('Highest Calorie meal: {} \n\ Highest Fat meal: {} \n\ Highest Cholesterol meal: {} \n\ Highest Sodium meal: {} \n\ Highest Sugar meal: {} \n\ Highest Carb meal: {}'.format(menu.Item[menu['Calories'].idxmax()],\ menu.Item[menu['Total Fat'].idxmax()],\ menu.Item[menu['Cholesterol'].idxmax()],\ menu.Item[menu['Sodium'].idxmax()],\ menu.Item[menu['Sugars'].idxmax()],\ menu.Item[menu['Carbohydrates'].idxmax()]))",0,"[""print('Highest Calorie meal: {} \\n\\\n"", '       Highest Fat meal: {} \\n\\\n', '       Highest Cholesterol meal: {} \\n\\\n', '       Highest Sodium meal: {} \\n\\\n', '       Highest Sugar meal: {} \\n\\\n', ""       Highest Carb meal: {}'.format(menu.Item[menu['Calories'].idxmax()],\\\n"", ""                                     menu.Item[menu['Total Fat'].idxmax()],\\\n"", ""                                     menu.Item[menu['Cholesterol'].idxmax()],\\\n"", ""                                     menu.Item[menu['Sodium'].idxmax()],\\\n"", ""                                     menu.Item[menu['Sugars'].idxmax()],\\\n"", ""                                     menu.Item[menu['Carbohydrates'].idxmax()]))""]"
"CHECKPOINT ASSIGN = LinearRegression() ASSIGN.fit(x_train, Y_train) ASSIGN = model7.score(x_test,Y_test) print(ASSIGN*100,'%')",0,"['model7 = LinearRegression()\n', 'model7.fit(x_train, Y_train)\n', '\n', 'accuracy7 = model7.score(x_test,Y_test)\n', ""print(accuracy7*100,'%')""]"
final['Cabin_final'] = df['Cabin'].str[0],0,"[""final['Cabin_final'] = df['Cabin'].str[0]""]"
"ASSIGN=ASSIGN.dropna(subset=['Violations','Facility Type','Latitude','Longitude','AKA Name']) ASSIGN.isnull().sum()",0,"[""data=data.dropna(subset=['Violations','Facility Type','Latitude','Longitude','AKA Name'])\n"", 'data.isnull().sum()']"
